Specie,Counts,Percentages(%),Min,Max,Mean,Median,Contents
Dracocephalum foetidum,4,0.06,0.001175,0.008667,0.00450025,0.0040795,0.001175~0.008667
Hippophae rhamnoides,4,0.06,0.000117,0.000292,0.00020625,0.000208,0.000117~0.000292
Tetrapanax papyriferum,4,0.06,0.002305,0.006914,0.00473275,0.004855999999999999,0.002305~0.006914
Plantago depressa,4,0.06,0.0001,0.004667,0.0012842500000000002,0.000185,0.0001~0.004667
Magnolia biondii,4,0.06,4e-05,0.001,0.00041300000000000006,0.00030599999999999996,4e-05~0.001
Ervatamia divaricata,4,0.06,1e-05,8.5e-05,5.425e-05,6.099999999999999e-05,1e-05~8.5e-05
Actaea cimicifuga,4,0.06,6.2e-05,0.000909,0.00036074999999999996,0.000236,6.2e-05~0.000909
Centaurea hierapolitana,4,0.06,0.000607,0.022741,0.00931125,0.0069485,0.000607~0.022741
Aconitum piepunense,4,0.06,0.00125,0.003333,0.00196525,0.001639,0.00125~0.003333
Ilex cornuta,4,0.06,5.6e-05,0.000206,0.000107,8.3e-05,5.6e-05~0.000206
Psephellus pyrrhoblepharus,4,0.06,0.000853,0.003373,0.0018064999999999997,0.0015,0.000853~0.003373
Hemisteptia lyrata,4,0.06,0.0016,0.0062,0.003275,0.00265,0.0016~0.0062
Vernonia blumeoides,4,0.06,0.000365,0.045882,0.011803499999999998,0.0004835,0.000365~0.045882
Lomelosia rotata,4,0.06,0.003267,0.005733,0.0045665,0.004633,0.003267~0.005733
Vernonia lasiopus,4,0.06,0.000693,0.005147,0.0018535,0.000787,0.000693~0.005147
Incarvillea arguta,4,0.06,1.6e-05,0.000169,5.4250000000000004e-05,1.6e-05,1.6e-05~0.000169
Eryngium kotschyi,4,0.06,0.001375,0.00405,0.0029437499999999998,0.003175,0.001375~0.00405
Alpinia katsumadai,4,0.06,1.5e-05,0.0508,0.012735,6.25e-05,1.5e-05~0.0508
Staehelina fruticosa,4,0.06,0.003727,0.008591,0.005909,0.005659,0.003727~0.008591
Cussonia arborea,4,0.06,0.00035,0.00291,0.001235,0.00084,0.00035~0.00291
Dianthus japonicus,4,0.06,0.000113,0.000625,0.00028325000000000003,0.0001975,0.000113~0.000625
Aconitum pendulum,4,0.06,0.0011,0.00815,0.00545,0.006275,0.0011~0.00815
Aconitum variegatum,4,0.06,0.000168,0.00053,0.00034075,0.0003325,0.000168~0.00053
Actaea podocarpa,4,0.06,0.005267,0.012762,0.0074540000000000006,0.0058935,0.005267~0.012762
Gleichenia japonica,4,0.06,0.000183,0.001606,0.0008027500000000001,0.000711,0.000183~0.001606
Dicranopteris dichotoma,4,0.06,1.9e-05,0.000313,0.00010850000000000001,5.1e-05,1.9e-05~0.000313
Chloranthus spicatus,4,0.06,7.9e-05,0.001753,0.0005432500000000001,0.00017050000000000002,7.9e-05~0.001753
Salvia xanthocheila,4,0.06,0.002143,0.017143,0.006249999999999999,0.002857,0.002143~0.017143
Ajuga ovalifolia,4,0.06,0.000138,0.0002,0.000167,0.000165,0.000138~0.0002
Pittosporum verticillatum,4,0.06,0.001421,0.004211,0.00289475,0.0029735,0.001421~0.004211
Mikania micrantha,4,0.06,0.000438,0.001125,0.00067225,0.000563,0.000438~0.001125
Cerasus serrulata,4,0.06,0.001872,0.008333,0.00358025,0.002058,0.001872~0.008333
Acanthopanax trifoliatus,4,0.06,0.00125,0.0925,0.024375,0.001875,0.00125~0.0925
Entada phaseoloides,4,0.06,0.003932,0.062222,0.023419000000000002,0.013760999999999999,0.003932~0.062222
Anemone taipaiensis,4,0.06,0.0001,0.001504,0.0005237499999999999,0.0002455,0.0001~0.001504
Corymbia intermedia,4,0.06,0.002164,0.056948,0.0209855,0.012415,0.002164~0.056948
Tinospora cordifolia,4,0.06,0.0002,0.00038,0.000275,0.00026,0.0002~0.00038
Tabernaemontana elegans,4,0.06,0.000114,0.018371,0.00564275,0.002043,0.000114~0.018371
Clinopodium gracile,4,0.06,0.000273,0.001545,0.0006592500000000001,0.00040950000000000003,0.000273~0.001545
Curcuma mangga,4,0.06,2e-05,0.0001,5e-05,4e-05,2e-05~0.0001
Premna fulva,4,0.06,4.1e-05,0.000389,0.00018575,0.0001565,4.1e-05~0.000389
Azorella trifurcata,4,0.06,0.0002,0.00042,0.00033,0.00035,0.0002~0.00042
Onopordum alexandrinum,4,0.06,0.000146,0.00045,0.00030125000000000003,0.0003045,0.000146~0.00045
Dryopteris fragrans,4,0.06,0.00023,0.00045,0.00033874999999999997,0.0003375,0.00023~0.00045
Cephalanthus occidentalis,4,0.06,0.001017,0.0017,0.00139175,0.001425,0.001017~0.0017
Agrostemma gracilis,4,0.06,0.002,0.0421,0.01635,0.01065,0.002~0.0421
Aconitum naviculare,4,0.06,0.0004,0.004,0.001816666666666667,0.00135,0.0004~0.004
Delphinium caeruleum,4,0.06,0.0002,0.01,0.004678333333333334,0.003875,0.0002~0.01
Ilex hainanensis,4,0.06,6.5e-05,0.000435,0.00016583333333333334,0.000115,6.5e-05~0.000435
Polyscias fruticosa,4,0.06,0.001164,0.001746,0.0014728333333333332,0.0014550000000000001,0.001164~0.001746
Albizia myriophylla,4,0.06,0.0003,0.0015,0.0009916666666666667,0.001165,0.0003~0.0015
Croton kongensis,4,0.06,1.5e-05,0.00252,0.0005971428571428572,4.6e-05,1.5e-05~0.00252
Crataegus azarolus,4,0.06,0.0002,0.0036,0.0015249999999999999,0.00115,0.0002~0.0036
Deparia lancea,4,0.06,0.040667,0.115333,0.07958325000000001,0.0811665,0.040667~0.115333
Agrimonia pilosa,4,0.06,0.000115,0.000562,0.000259,0.0001795,0.000115~0.000562
Drynaria fortunei,4,0.06,2.9e-05,0.00025,0.000101,6.25e-05,2.9e-05~0.00025
Cucurbita maxima,4,0.06,1e-05,0.00028,0.00010425,6.35e-05,1e-05~0.00028
Mansonia gagei,4,0.06,9.5e-05,0.000284,0.00020325,0.00021700000000000002,9.5e-05~0.000284
Ilex paraguariensis,4,0.06,0.000377,0.0135,0.0061424999999999995,0.0053465000000000006,0.000377~0.0135
Nicotiana tabacum,4,0.06,2e-05,4e-05,3e-05,3.0000000000000004e-05,2e-05~4e-05
Aconitum coreanum,4,0.06,4.4e-05,0.000275,0.00010724999999999999,5.5e-05,4.4e-05~0.000275
Caesalpinia cucullata,4,0.06,0.002308,0.003385,0.00288475,0.0029230000000000003,0.002308~0.003385
Manglietia hookeri,4,0.06,0.000107,0.000267,0.0001835,0.00017999999999999998,0.000107~0.000267
Cephalotaxus fortunei,4,0.06,8e-06,1.8e-05,1.325e-05,1.35e-05,8e-06~1.8e-05
Maesa argentea,4,0.06,0.026182,0.033091,0.0305,0.0313635,0.026182~0.033091
Acrocomia totai,4,0.06,0.00122,0.002805,0.0021342500000000003,0.002256,0.00122~0.002805
Psidium guajava,4,0.06,3e-05,0.001231,0.00037150000000000003,0.0001125,3e-05~0.001231
Silene rubicunda,4,0.06,0.000313,0.000525,0.00037524999999999993,0.0003315,0.000313~0.000525
Bupleurum rigidum,4,0.06,0.0007,0.009583,0.0033164999999999996,0.0014915,0.0007~0.009583
Tripterygium hypoglaucum,4,0.06,3.9e-05,0.00016,0.00010975000000000001,0.00012,3.9e-05~0.00016
Gypsophila capillaris,4,0.06,0.0036,0.0072,0.005849999999999999,0.0063,0.0036~0.0072
Atractylodes macrocephala,4,0.06,5e-05,0.0025,0.0010387500000000002,0.0008025,5e-05~0.0025
Aster yunnanensis,4,0.06,0.000633,0.048,0.01312975,0.001943,0.000633~0.048
Mimosa hostilis,4,0.06,0.00023,0.00101,0.0007425000000000001,0.0008650000000000001,0.00023~0.00101
Scurrula parasitica,4,0.06,1e-06,3.5e-05,1.575e-05,1.35e-05,1e-06~3.5e-05
Pterorhachis zenkeri,4,0.06,0.000182,0.000909,0.0005455,0.0005455,0.000182~0.000909
Vitex trifolia,4,0.06,1.5e-05,2.8e-05,2.1249999999999998e-05,2.1000000000000002e-05,1.5e-05~2.8e-05
Palicourea sessilis,4,0.06,0.00396,0.009901,0.007178,0.0074255,0.00396~0.009901
Stachys aegyptiaca,3,0.05,0.001375,0.00175,0.0015833333333333333,0.001625,0.001375~0.00175
Breynia fruticosa,3,0.05,0.0002,0.008482,0.003043,0.000447,0.0002~0.008482
Curculigo orchioides,3,0.05,0.000111,0.0002,0.000152,0.000145,0.000111~0.0002
Alangium kurzii,3,0.05,0.013815,0.236243,0.09319866666666667,0.029538,0.013815~0.236243
Ixeris sonchifolia,3,0.05,0.000267,0.000733,0.0005333333333333333,0.0006,0.000267~0.000733
Carpesium rosulatum,3,0.05,0.00026,0.0013,0.00062,0.0003,0.00026~0.0013
Nelumbo nucifera,3,0.05,0.000333,0.002647,0.0013266666666666667,0.001,0.000333~0.002647
Salicornia herbacea,3,0.05,2.2e-05,3.9e-05,2.9666666666666665e-05,2.8e-05,2.2e-05~3.9e-05
Ferula gumosa,3,0.05,0.002833,0.011333,0.007832999999999998,0.009333,0.002833~0.011333
Heteropappus altaicus,3,0.05,6e-05,0.00035,0.00020333333333333336,0.0002,6e-05~0.00035
Vangueria agrestis,3,0.05,0.000254,0.002538,0.001259,0.000985,0.000254~0.002538
Balanophora fungosa,3,0.05,0.000143,0.000229,0.00018100000000000004,0.000171,0.000143~0.000229
Vladimiria souliei,3,0.05,2.6e-05,0.000215,9.8e-05,5.3e-05,2.6e-05~0.000215
Celosia cristata,3,0.05,0.0002,0.00036,0.0002866666666666667,0.0003,0.0002~0.00036
Cinnamomum inunctum,3,0.05,0.023127,0.032248,0.026167333333333334,0.023127,0.023127~0.032248
Paeonia veitchii,3,0.05,0.000786,0.033333,0.011682666666666668,0.000929,0.000786~0.033333
Buxus papillosa,3,0.05,1.2e-05,3e-05,1.9e-05,1.5e-05,1.2e-05~3e-05
Taraxacum obovatum,3,0.05,0.00098,0.007516,0.003267666666666667,0.001307,0.00098~0.007516
Salvia dorrii,3,0.05,0.000263,0.001474,0.0006843333333333333,0.000316,0.000263~0.001474
Sapium baccatum,3,0.05,0.000325,0.0125,0.004775000000000001,0.0015,0.000325~0.0125
Cassia sophera,3,0.05,0.0005,0.0012,0.0008933333333333332,0.00098,0.0005~0.0012
Croton tiglium,3,0.05,9e-06,7.9e-05,3.266666666666666e-05,1e-05,9e-06~7.9e-05
Sesamum indicum,3,0.05,0.00065,0.00205,0.0013000000000000002,0.0012,0.00065~0.00205
Xanthium strumarium,3,0.05,0.000252,0.014,0.004843333333333333,0.000278,0.000252~0.014
Eryngium planum,3,0.05,0.004,0.015,0.010333333333333333,0.012,0.004~0.015
Isodon rubescens,3,0.05,1.8e-05,0.00012,7.933333333333334e-05,0.0001,1.8e-05~0.00012
Aconitum ouvrardianum,3,0.05,0.000281,0.0005,0.0003646666666666666,0.000313,0.000281~0.0005
Eremogone juncea,3,0.05,0.001721,0.002034,0.0019296666666666666,0.002034,0.001721~0.002034
Trevesia sundaica,3,0.05,0.004667,0.006667,0.005533666666666667,0.005267,0.004667~0.006667
Aconitum weixiense,3,0.05,0.000233,0.000433,0.00033299999999999996,0.000333,0.000233~0.000433
Grindelia nana,3,0.05,0.002,0.00225,0.0020833333333333333,0.002,0.002~0.00225
Dodonaea polyandra,3,0.05,0.0002,0.0088,0.005666666666666667,0.008,0.0002~0.0088
Azadirachta indica,3,0.05,4.5e-05,0.001385,0.0006816666666666667,0.000615,4.5e-05~0.001385
Ferula flabelliloba.,3,0.05,0.00164,0.00298,0.0023666666666666667,0.00248,0.00164~0.00298
Illicium merrillianum,3,0.05,0.000189,0.000432,0.000297,0.00027,0.000189~0.000432
Chloranthus fortunei,3,0.05,0.0002,0.00101,0.0005033333333333334,0.0003,0.0002~0.00101
Trocholejeunea sandvicensis,3,0.05,0.000107,0.000747,0.000332,0.000142,0.000107~0.000747
Cynanchum amplexicaule,3,0.05,0.00018,0.00047,0.0003466666666666666,0.00039,0.00018~0.00047
Salvia lachnostachys,3,0.05,0.000241,0.000578,0.00044166666666666665,0.000506,0.000241~0.000578
Pseudoelephantopus spicatus,3,0.05,4e-05,7e-05,4.9999999999999996e-05,4e-05,4e-05~7e-05
Caulophyllum robustum,3,0.05,0.00058,0.00085,0.0007266666666666666,0.00075,0.00058~0.00085
Salvia roborowskii,3,0.05,0.0004,0.01,0.0037999999999999996,0.001,0.0004~0.01
Curcuma kwangsiensis,3,0.05,1.3e-05,4.8e-05,2.7000000000000002e-05,2e-05,1.3e-05~4.8e-05
Careya arborea,3,0.05,0.0062,0.045,0.019233333333333335,0.0065,0.0062~0.045
Peltastes peltatus,3,0.05,0.02963,0.255556,0.10864233333333334,0.040741,0.02963~0.255556
Strychnos vanprukii,3,0.05,0.0028,0.0085,0.005533333333333334,0.0053,0.0028~0.0085
Phlogacanthus curviflorus,3,0.05,7.7e-05,0.008462,0.002984666666666667,0.000415,7.7e-05~0.008462
Homalomena sagittifolia,3,0.05,0.003,0.0045,0.0036666666666666666,0.0035,0.003~0.0045
Galium rivale,3,0.05,0.05,0.113103,0.07159,0.051667,0.05~0.113103
Aleurites fordii,3,0.05,9e-05,0.001372,0.0006366666666666667,0.000448,9e-05~0.001372
Micromelum minutum,3,0.05,0.0014,0.0021,0.0016666666666666668,0.0015,0.0014~0.0021
Raulinoa echinata,3,0.05,0.000488,0.000625,0.0005543333333333333,0.00055,0.000488~0.000625
Cimicifuga simplex,3,0.05,0.000885,0.001077,0.0009490000000000001,0.000885,0.000885~0.001077
Pulicaria inuloides,3,0.05,0.001852,0.007963,0.004752999999999999,0.004444,0.001852~0.007963
Maytenus macrocarpa,3,0.05,0.000269,0.001075,0.0005663333333333333,0.000355,0.000269~0.001075
Delphinium giraldii,3,0.05,5.6e-05,0.000208,0.00010933333333333334,6.4e-05,5.6e-05~0.000208
Dorstenia elliptica,3,0.05,0.002619,0.055714,0.020396666666666664,0.002857,0.002619~0.055714
Androsace integra,3,0.05,0.0002,0.001956,0.0007963333333333334,0.000233,0.0002~0.001956
Artemisia princeps,3,0.05,0.000425,0.00095,0.0006166666666666667,0.000475,0.000425~0.00095
Albizia grandibracteata,3,0.05,0.00059,0.0025,0.0012466666666666668,0.00065,0.00059~0.0025
Guioa villosa,3,0.05,0.0004,0.0008,0.0006286666666666666,0.000686,0.0004~0.0008
Juniperus chinensis,3,0.05,8e-05,0.002,0.0011793333333333334,0.001458,8e-05~0.002
Datura metel,3,0.05,0.000467,0.0007,0.000589,0.0006,0.000467~0.0007
Anodendron paniculatum,3,0.05,0.000432,0.001288,0.0009146666666666666,0.001024,0.000432~0.001288
Triplostegia grandiflora,3,0.05,0.013559,0.067797,0.038418,0.033898,0.013559~0.067797
Lycopodium japonicum,3,0.05,0.000167,0.000208,0.0001833333333333333,0.000175,0.000167~0.000208
Oplopanax horridus,3,0.05,0.000889,0.113333,0.058814666666666675,0.062222,0.000889~0.113333
Acanthopanax gracilistylus,3,0.05,0.004571,0.342857,0.12247600000000002,0.02,0.004571~0.342857
Acer nikoense,3,0.05,0.000368,0.002,0.0009823333333333333,0.000579,0.000368~0.002
Euonymus nanoides,3,0.05,0.000117,0.005258,0.002961,0.003508,0.000117~0.005258
Aralia taibaiensis,3,0.05,0.0058,0.018917,0.011294666666666666,0.009167,0.0058~0.018917
Mitrephora glabra,3,0.05,0.000407,0.004675,0.0024053333333333335,0.002134,0.000407~0.004675
Myrsine pellucida,3,0.05,0.000923,0.015077,0.005769333333333334,0.001308,0.000923~0.015077
Salvia atropatana,3,0.05,0.006,0.03,0.015333333333333332,0.01,0.006~0.03
Baccaurea ramiflora,3,0.05,0.002222,0.018519,0.010123666666666668,0.00963,0.002222~0.018519
Aronia melanocarpa,3,0.05,0.000133,0.000833,0.0005110000000000001,0.000567,0.000133~0.000833
Caragana microphylla,3,0.05,0.00022,0.00086,0.00044,0.00024,0.00022~0.00086
Vernoniopsis caudata,3,0.05,0.000238,0.002619,0.001127,0.000524,0.000238~0.002619
Herniaria fontanesii,3,0.05,0.0044,0.012,0.007866666666666668,0.0072,0.0044~0.012
Comastoma pedunculatum,3,0.05,0.00014,0.000756,0.0003786666666666667,0.00024,0.00014~0.000756
Rubus chingii,3,0.05,8e-06,3.8e-05,1.8666666666666665e-05,1e-05,8e-06~3.8e-05
Carpesium divaricatum,3,0.05,0.000571,0.001,0.0008093333333333333,0.000857,0.000571~0.001
Nauclea pobeguinii,3,0.05,0.000306,0.007361,0.002768666666666667,0.000639,0.000306~0.007361
Leptaulus citroides,3,0.05,0.093333,0.1,0.09777766666666667,0.1,0.093333~0.1
Swartzia apetala,3,0.05,0.001441,0.020173,0.010566666666666667,0.010086,0.001441~0.020173
Coleus hereroensis,3,0.05,0.000584,0.007299,0.003552333333333333,0.002774,0.000584~0.007299
Asteriscus graveolens,3,0.05,0.000105,0.00031,0.00022666666666666668,0.000265,0.000105~0.00031
Craniotome furcata,3,0.05,0.0016,0.068,0.031733333333333336,0.0256,0.0016~0.068
Acorus calamus,3,0.05,5e-05,0.003,0.0010366666666666669,6e-05,5e-05~0.003
Luculia pinciana,3,0.05,0.000215,0.004355,0.0016683333333333333,0.000435,0.000215~0.004355
Cousinia aitchisonii,3,0.05,0.0037,0.0248,0.011466666666666667,0.0059,0.0037~0.0248
Burasaia madagascarensis,3,0.05,0.00075,0.0055,0.0027500000000000003,0.002,0.00075~0.0055
Coleus forskohlii,3,0.05,7e-06,2.9e-05,1.6666666666666664e-05,1.4e-05,7e-06~2.9e-05
Lactuca scariola,3,0.05,0.000175,0.00105,0.0006937499999999999,0.000775,0.000175~0.00105
Akebia quinata,3,0.05,4e-05,6.4e-05,5.466666666666667e-05,6e-05,4e-05~6.4e-05
Eriope blanchetii,3,0.05,0.033529,0.147059,0.08446825,0.0786425,0.033529~0.147059
Anisomeles indica,3,0.05,0.000656,0.02,0.0058585,0.001389,0.000656~0.02
Mussaenda pubescens,3,0.05,0.00025,0.0015,0.0006000000000000001,0.000375,0.00025~0.0015
Eleutherococcus henryi,3,0.05,8e-06,9.8e-05,5.2e-05,5e-05,8e-06~9.8e-05
Anoectochilus roxburghii,3,0.05,7e-05,0.0006,0.0002473333333333333,7.2e-05,7e-05~0.0006
Gymnema sylvestre,3,0.05,0.000453,0.000833,0.0006140000000000001,0.000556,0.000453~0.000833
Salvia amarissima,3,0.05,0.000169,0.008571,0.004342,0.004286,0.000169~0.008571
Euclea undulata,3,0.05,0.006642,1.162791,0.3929133333333333,0.009307,0.006642~1.162791
Vernonia brasiliana,3,0.05,0.066667,0.433333,0.21111100000000002,0.133333,0.066667~0.433333
Alpinia oxyphylla,3,0.05,1.1e-05,0.00596,0.002000333333333333,3e-05,1.1e-05~0.00596
Chaenomeles sinensis,3,0.05,0.0005,0.001,0.0007666666666666667,0.0008,0.0005~0.001
Helianthus petiolaris,3,0.05,0.000205,0.002773,0.0011129999999999998,0.000361,0.000205~0.002773
Baccharis gaudichaudiana,3,0.05,0.000726,0.006306,0.003199,0.002565,0.000726~0.006306
Saussurea costus,3,0.05,0.000278,0.002889,0.0012963333333333334,0.000722,0.000278~0.002889
Nerium oleander,3,0.05,2.1e-05,4.3e-05,2.9e-05,2.3e-05,2.1e-05~4.3e-05
Kleinia odora,3,0.05,0.0008,0.0048,0.0030333333333333336,0.0035,0.0008~0.0048
Wistaria brachybotrys,3,0.05,0.0014,0.0024,0.0018000000000000002,0.0016,0.0014~0.0024
Terminalia arjuna,3,0.05,0.00288,0.0044,0.003493333333333334,0.0032,0.00288~0.0044
Vernonia fimbrillifera,3,0.05,0.00118,0.009716,0.004048,0.001248,0.00118~0.009716
Tanacetum parthenium,3,0.05,0.001412,0.016894,0.008657,0.007665,0.001412~0.016894
Rosa cymosa,3,0.05,8.2e-05,0.000153,0.00011666666666666668,0.000115,8.2e-05~0.000153
Daucus carota,3,0.05,0.000233,0.0022,0.0009133333333333334,0.000307,0.000233~0.0022
Gypsophila repens,3,0.05,0.003462,0.005,0.0042309999999999995,0.004231,0.003462~0.005
Hypericum elodeoides,3,0.05,3.5e-05,6.8e-05,4.7000000000000004e-05,3.8e-05,3.5e-05~6.8e-05
Ixora amplexicaulis,3,0.05,0.000133,0.000333,0.00024433333333333333,0.000267,0.000133~0.000333
Ziziphus jujuba,3,0.05,0.0004,0.0018,0.0009000000000000001,0.0005,0.0004~0.0018
Artemisia sieberi,3,0.05,0.0012,0.0025,0.0017333333333333333,0.0015,0.0012~0.0025
Centaurothamnus maximus,3,0.05,0.00625,0.04375,0.029166666666666664,0.0375,0.00625~0.04375
Zehneria scabra,3,0.05,0.000152,0.002713,0.0010323333333333332,0.000232,0.000152~0.002713
Anemone hupehensis,3,0.05,0.000203,0.001373,0.000882,0.00107,0.000203~0.001373
Parthenium hysterophorus,3,0.05,0.004286,0.042857,0.019047666666666668,0.01,0.004286~0.042857
Euphorbia lathyris,3,0.05,7.5e-05,0.000274,0.00014966666666666665,0.0001,7.5e-05~0.000274
Ranunculus muricatus,3,0.05,0.0002,0.000303,0.00025133333333333333,0.000251,0.0002~0.000303
Distephanus angulifolius,3,0.05,0.000253,0.003671,0.0024049999999999996,0.003291,0.000253~0.003671
Kaempferia galanga,3,0.05,0.002833,0.00355,0.0031583333333333337,0.003092,0.002833~0.00355
Michelia floribunda,3,0.05,0.000682,0.000909,0.0007953333333333333,0.000795,0.000682~0.000909
Albizia chinensis,3,0.05,0.000436,0.001818,0.000903,0.000455,0.000436~0.001818
Zizyphus jujuba,3,0.05,1.1e-05,0.000463,0.00016900000000000002,3.3e-05,1.1e-05~0.000463
Selaginella moellendorffii,3,0.05,2.2e-05,0.000438,0.000168,4.4e-05,2.2e-05~0.000438
Tsoongiodendron odorum,3,0.05,0.0004,0.0024,0.0011333333333333332,0.0006,0.0004~0.0024
Oncoba manii,3,0.05,0.00055,0.00142,0.0008466666666666667,0.00057,0.00055~0.00142
Ballota undulata,3,0.05,0.003,0.00875,0.00675,0.0085,0.003~0.00875
Platycodon grandiflurum,3,0.05,5.1e-05,0.002265,0.001151,0.001137,5.1e-05~0.002265
Delphinium gracile,3,0.05,0.000267,0.000369,0.00031733333333333337,0.000316,0.000267~0.000369
Xanthium chinense,3,0.05,3e-06,0.000227,7.966666666666666e-05,9e-06,3e-06~0.000227
Ligularia intermedia,3,0.05,0.01,0.033333,0.025555333333333336,0.033333,0.01~0.033333
Ochrosia borbonica,2,0.03,0.000333,0.0005,0.0004165,0.0004165,0.000333~0.0005
Turpinia formosana,2,0.03,4.7e-05,0.000122,8.45e-05,8.45e-05,4.7e-05~0.000122
Celosia argentea,2,0.03,0.00042,0.0005,0.00046,0.00046,0.00042~0.0005
Lomatogonium carinthiacum,2,0.03,0.00036,0.00048,0.00042,0.00042,0.00036~0.00048
Bixa orellana,2,0.03,0.001361,0.026352,0.0138565,0.0138565,0.001361~0.026352
Dracocephalum kotschyi,2,0.03,0.0009,0.0017,0.0013,0.0013,0.0009~0.0017
Callistemon rigidus,2,0.03,4.3e-05,8.5e-05,6.400000000000001e-05,6.400000000000001e-05,4.3e-05~8.5e-05
Ferula gummosa,2,0.03,0.003,0.0097,0.00635,0.00635,0.003~0.0097
Helenium microcephalum,2,0.03,0.001857,0.01,0.0059285,0.0059285,0.001857~0.01
Pedicularis verticillata,2,0.03,4.4e-05,4.7e-05,4.5499999999999995e-05,4.5499999999999995e-05,4.4e-05~4.7e-05
Dimerostemma brasilianum,2,0.03,0.002667,0.013333,0.008,0.008,0.002667~0.013333
Carpesium lipskyi,2,0.03,0.000457,0.001429,0.0009429999999999999,0.0009429999999999999,0.000457~0.001429
Dimerostemma episcopale,2,0.03,0.000143,0.000476,0.0003095,0.0003095,0.000143~0.000476
Aster scaber,2,0.03,0.000619,0.00119,0.0009045,0.0009045,0.000619~0.00119
Artemisia assoana,2,0.03,0.013333,0.013333,0.013333,0.013333,0.013333~0.013333
Senecio hadiensis,2,0.03,0.012875,0.017253,0.015064000000000001,0.015064000000000001,0.012875~0.017253
Artemisia incisa,2,0.03,0.000533,0.0008,0.0006665,0.0006665,0.000533~0.0008
Camellia bugiamapensis,2,0.03,0.00022,0.00025,0.00023500000000000002,0.00023500000000000002,0.00022~0.00025
Mallotus macrostachyus,2,0.03,4.6e-05,7.4e-05,5.9999999999999995e-05,5.9999999999999995e-05,4.6e-05~7.4e-05
Leucophyta brownii,2,0.03,0.013953,0.023256,0.0186045,0.0186045,0.013953~0.023256
Hypochaeris radicata,2,0.03,0.003341,0.017397,0.010369,0.010369,0.003341~0.017397
Holostylis reniformis,2,0.03,0.010751,0.017887,0.014319,0.014319,0.010751~0.017887
Rauvolfia vomitoria,2,0.03,6e-05,0.0001,8e-05,8e-05,6e-05~0.0001
Tarchonanthus camphoratus,2,0.03,0.00084,0.00106,0.00095,0.00095,0.00084~0.00106
Juglans mandshurica,2,0.03,4.7e-05,8.2e-05,6.45e-05,6.45e-05,4.7e-05~8.2e-05
Juglans hopeiensis,2,0.03,5e-06,7e-06,6e-06,6e-06,5e-06~7e-06
Zygia racemosa,2,0.03,0.01,0.03,0.02,0.02,0.01~0.03
Eryngium foetidum,2,0.03,0.000675,0.00175,0.0012125,0.0012125,0.000675~0.00175
Cnicus benedictus,2,0.03,0.001057,0.001683,0.0013700000000000001,0.0013700000000000001,0.001057~0.001683
Inula aucheriana,2,0.03,0.001,0.0016,0.0013,0.0013,0.001~0.0016
Evodia austrosinensis,2,0.03,0.000283,0.000367,0.000325,0.000325,0.000283~0.000367
Psychotria bahiensis,2,0.03,0.00095,0.015167,0.0080585,0.0080585,0.00095~0.015167
Euphorbia sikkimensis,2,0.03,0.0016,0.002,0.0018,0.0018,0.0016~0.002
Acacia ligulata,2,0.03,0.011414,0.012903,0.0121585,0.0121585,0.011414~0.012903
Ferula narthex,2,0.03,0.0003,0.0075,0.0039,0.0039,0.0003~0.0075
Dendrobium findlayanum,2,0.03,0.001346,0.008523,0.0049345,0.0049345,0.001346~0.008523
Euonymus laxiflorus,2,0.03,2.3e-05,5.4e-05,3.85e-05,3.85e-05,2.3e-05~5.4e-05
Homalomena occulta,2,0.03,0.00095,0.046429,0.0236895,0.0236895,0.00095~0.046429
Melia azedarach,2,0.03,0.000489,0.000822,0.0006555,0.0006555,0.000489~0.000822
Anemone tomentosa,2,0.03,1.7e-05,0.000208,0.0001125,0.0001125,1.7e-05~0.000208
Inula oculus-christi,2,0.03,0.021,0.0232,0.0221,0.0221,0.021~0.0232
Nephelium lappaceum,2,0.03,0.000255,0.000357,0.000306,0.000306,0.000255~0.000357
Colubrina asiatica,2,0.03,0.0004,0.00135,0.000875,0.000875,0.0004~0.00135
Magnolia grandiflora,2,0.03,0.000261,0.04,0.0201305,0.0201305,0.000261~0.04
Bidens parviflora,2,0.03,0.000222,0.000238,0.00023,0.00023,0.000222~0.000238
Japonicalia delphiniifolia,2,0.03,0.00428,0.044154,0.024217,0.024217,0.00428~0.044154
Eleutherococcus trifoliatus,2,0.03,0.000811,0.001216,0.0010135,0.0010135,0.000811~0.001216
Cinnamomum subavenium,2,0.03,0.000209,0.000727,0.000468,0.000468,0.000209~0.000727
Distylium racemosum,2,0.03,0.000245,0.000655,0.00045,0.00045,0.000245~0.000655
Illicium jiadifengpi,2,0.03,0.00022,0.00028,0.00025,0.00025,0.00022~0.00028
Conyza pyrrhopappa,2,0.03,0.000147,0.000227,0.000187,0.000187,0.000147~0.000227
Hibiscus syriacus,2,0.03,0.000769,0.002375,0.001572,0.001572,0.000769~0.002375
Nuxia oppositifolia,2,0.03,0.000556,0.018889,0.0097225,0.0097225,0.000556~0.018889
Crossopteryx febrifuga,2,0.03,0.000233,0.000233,0.000233,0.000233,0.000233~0.000233
Coussarea brevicaulis,2,0.03,0.00034,0.0007,0.0005200000000000001,0.0005200000000000001,0.00034~0.0007
Miconia ligustroides,2,0.03,0.0364,0.0676,0.052,0.052,0.0364~0.0676
